season,year,number,mapId,mapUid,bronzeScore,silverScore,goldScore,authorScore
2_Summer,2022,02,1757ada3-30cf-421d-a24f-68a2cfc35593,WDOdgubY3FTn3pKE8enDMhaEs_3,30000,24000,21000,19701
2_Summer,2022,03,fe20f719-7ed3-4b89-8259-8001e87c3245,ft7q4iMciSU1dsG9Qxybq5WiDN7,30000,24000,22000,19915
2_Summer,2022,04,7029070f-c498-4086-bc69-5f13e106417a,KzN_RlTa0vbd08AQddYcckDAIBk,34000,27000,24000,22008
2_Summer,2022,05,9dd98ef9-8326-455e-b87c-d39a3fe4d524,d170P65FoghDtmL_sUM8JS9Sryl,43000,35000,31000,28505
2_Summer,2022,06,caf672ed-9920-41ac-86fb-7999c66f8040,GedTru7J38vNCLwadgHhNRzr1Bc,54000,43000,38000,35598
2_Summer,2022,07,52e68aec-0b4a-478a-b780-296a194000f8,kihmdmnhRalWcLoQwQzcVS68uvm,40000,32000,28000,26314
2_Summer,2022,08,a35ba227-b68c-4a1e-bbff-9847782d9620,QOvVmyHpEZAK2qrmhCFopu4da86,30000,24000,21000,19536
2_Summer,2022,09,e34970c5-5ec4-4cd7-9812-62d83f79b9cc,ScaYbRsZTY7_Vn274jEMG9hUtL2,55000,44000,39000,36402
2_Summer,2022,10,89fdee90-09d5-47a5-92fc-42eefe578834,hn_Dipe_CVlRpkfCDu3zUCDegw5,47000,38000,33000,30957
2_Summer,2022,11,6fef094e-0f37-467e-8a76-f20cf5ffbf01,ZZr3gzd1fVHpo35mt7RCtOoKkpd,51000,41000,36000,33958
2_Summer,2022,12,97dfabaf-bc9d-4d07-b08e-6cbdab76354c,imrmTnCZ3mTJ3gA2D7GvSHiISHi,57000,46000,41000,37845
2_Summer,2022,13,bb917bdb-5958-495a-adfb-70a886f6bd1b,MsxpFY0kryQloTIBPgtza0lYY5d,61000,49000,43000,40196
2_Summer,2022,14,9e7ee9cb-a38d-454b-bd60-7d3dd42143db,WsVRYCA966Rbmb8JEOfEuVLEHK7,59000,47000,42000,38970
2_Summer,2022,15,bb97a468-ac98-4273-aef3-9d6631c17976,1CzT78SFHhXZAfEq0UvFJHxVUj1,59000,47000,42000,38863
2_Summer,2022,16,4aa3344c-9876-417b-a0e4-96c10e5f4e2b,ypQfnMEY70_0wqiMtPh5WQNOfg8,75000,60000,53000,49644
2_Summer,2022,17,158bbb98-2f67-4464-a43f-e610cddfcd76,zF9HPqkIzwi0aoklK3J1aDbiI5d,64000,52000,46000,42651
2_Summer,2022,18,83bd6702-ae66-49fa-96c2-a58945cf71ea,YabBQ9oDUsTfs8NwvzVjUECVcR4,78000,63000,55000,51878
2_Summer,2022,19,77f987dc-8448-409f-a969-ee89adca6ac8,w2vlZSIFZQrE9J8Ek3Ea1o21l84,68000,54000,48000,44892
2_Summer,2022,20,0917e050-bd20-4758-b4cf-7b0736c36863,tatszcUviYmpTkWCw1OagDufHv6,65000,52000,46000,42999
2_Summer,2022,21,39a46e22-b6fd-43bd-9683-1061bd88d2d5,ntP_WEJ4NlFT8sjAYa2SSPfaWgb,89000,71000,63000,58697
2_Summer,2022,22,2bf6d287-4ccc-488a-8bcc-a427c148600d,SryBDJG0FkSTY7xtZTPDUZONvrm,93000,75000,66000,61782
2_Summer,2022,23,13e63673-2165-4c8d-99aa-0c58d4e2a2dd,E0gC8VuoZO8PvSI5JFNS4j7sLf5,89000,71000,63000,58797
2_Summer,2022,24,875c05c7-dd33-4cd4-b0ea-d6e210b95260,hP5467N8yleAfDrv6xJUifSVe9h,86000,69000,61000,56986
2_Summer,2022,25,87ccc1f9-1fe7-4022-965c-533d72b1156d,FYDO3MDjNlus8T4D4k0Y8q4RQJf,100000,80000,71000,66651
3_Fall,2022,01,e4cad687-ab1e-41d5-bff2-68bf8fd26be5,JpueTN_zMeVMOYWLUVV65yKAK1b,30000,24000,21000,19545
3_Fall,2022,02,1d5541f0-d139-494c-9cf8-9799dadf83b1,9BLn5ETKGY6Uk7rdZumYFNnBRY6,30000,24000,21000,19455
3_Fall,2022,03,4209915c-37a9-4e6e-984c-dc69cc421a8d,uxdN2iiUwIq2gbrgDLNSmbM9HC7,33000,26000,23000,21651
3_Fall,2022,04,9e19e005-3583-4d6d-b4a1-cb21fd3b7ea0,PTUud4zLzT_ETqd_t5FEPMOTPnh,46000,37000,32000,30058
3_Fall,2022,05,8f57f9cc-380e-40a4-a790-b2c31bf082b0,2CScBRt4P5EwbcZPDplzIubCuIb,36000,29000,26000,23610
3_Fall,2022,06,82969eb5-e48f-4d4f-8a1f-3a30b568c2fc,xkclDOdeyrvFfR6xV9QetRpqdN4,45000,36000,32000,29854
3_Fall,2022,07,ebc72d7b-437e-4254-b698-0463ba8683a0,DyEztA4nzAugSMGxPBCHY9xNFF6,44000,35000,31000,28808
3_Fall,2022,08,95dda4a0-77af-4c37-a183-873eb69fc15d,8ccxafF_HhNsOvZPUs_ChPqWSHf,43000,35000,31000,28442
3_Fall,2022,09,74f3e5fa-9c92-4b8a-9ae8-e31b86b3c3d2,u9rggrjoe4UW5xfZnl15bJU6Nya,44000,35000,31000,28891
3_Fall,2022,10,9e95d12c-2c4d-4b9c-85f1-e94288a005cb,KLF9PEYypfZgGix_d0qhn8Vqhe6,47000,38000,34000,31204
3_Fall,2022,11,2a72791f-f68f-440d-8d16-d0e2f8366fbc,7AHkjCQLAAiqPBY4J1rb6vwUBPm,60000,48000,43000,39852
3_Fall,2022,12,8021ae2d-0975-410d-a44d-ef0314e5e680,VfaXmRR2WyX09ujc6YBrToRYJf6,66000,53000,47000,43498
3_Fall,2022,13,fd44cd5d-2495-4ca0-acfd-d328d8ea2fb1,YspLMMNWY9r7umCnl_xNGpxpjib,58000,47000,41000,38367
3_Fall,2022,14,8acc07e7-2f14-44e7-b121-8bf7836cd792,aSQrjd4HI8laHXSqgxCZx297C75,58000,46000,41000,38284
3_Fall,2022,15,b33ea484-c1f5-454e-818f-13603d4f5d4b,LfUHUsHzwuAg5uBZRm7qFVxqLE7,63000,51000,45000,41882
3_Fall,2022,16,c7e60ef0-3421-400d-abf6-e12612d8accb,0oPgA4kTlsS7MB4eeil_LftoArm,68000,54000,48000,44721
3_Fall,2022,17,f4a8adef-dc5f-4f12-bb61-da0fbe636c3e,FNhdhneGrpAZs3NjU09SzKBPNB2,81000,65000,58000,53828
3_Fall,2022,18,4eb28728-2dfd-4d45-b889-a437c56861e3,3ansOME_A0xbfWOIjPXnk7IJiii,87000,70000,62000,57684
3_Fall,2022,19,f4c58563-9d2f-4505-9b3b-a43a87e89b7d,8IPUjyPt9lFQfw61fO56UsKMFM0,85000,68000,60000,56120
3_Fall,2022,20,ef223b47-ba73-4527-b742-f0f2457243ba,D9cJqvhRS45B1Vb4dZknf0vWtIa,75000,60000,53000,49374
3_Fall,2022,21,274b72ec-879c-470d-b633-e33c60b006ef,hZ_5vY1MpOdSaZ7lh0_gsz_X6Df,94000,75000,66000,62212
3_Fall,2022,22,ef350c64-06d0-4e31-8d6d-9cd7c20d6616,7F3oexS1hhOkfs2bw8zCV3jSanc,97000,78000,69000,64321
3_Fall,2022,23,6568a645-5c21-4766-8d57-421163b66cfe,rhrfyPSYZ8EdCFx1OYycItPBE4,94000,76000,67000,62636
3_Fall,2022,24,313bc422-8ba4-4882-9095-ee88e0a9fb2a,K4CeoyqzS1UXhd7GaiG0_dGrnLd,95000,76000,67000,62851
3_Fall,2022,25,14f9f9ec-e75e-495c-924a-ce63f410d748,FHeSpeBN3ktvyUQF2rDNPAU30Zk,97000,78000,69000,64581
0_Winter,2023,01,0212f42d-bb92-4c26-8059-5ca7a5d7cfb6,gjt2DWATrQ_NdrbrXG0G9oDpTfh,25000,20000,17000,16020
0_Winter,2023,02,a3943be7-7203-46e3-92dd-6b3f7e374023,XiGZvMOqIgT3_g0TdeFa0lxMp46,29000,23000,20000,18680
0_Winter,2023,03,14bf05ac-770d-48ba-a2ac-e3ccaf14a95b,gl1Gsl84T8nP7yRElzAzIj4TD8i,31000,25000,22000,20650
0_Winter,2023,04,99b77925-3a45-4dc3-89a4-0f0574cfb1ac,SCwnQ2o2UbzCtQcvUUItc07IxD1,31000,25000,22000,20142
0_Winter,2023,05,a0959eab-866c-41e2-9844-0360c752b162,fsPVO8In4tFAZcVND85MNFkdbbg,29000,23000,21000,19001
0_Winter,2023,06,79232ebf-b4eb-4c5a-bc37-95470be648d3,co1nct7NzYypIVcAsFPCU7UanCb,43000,34000,31000,28305
0_Winter,2023,07,4a786e9b-f27c-4f81-9dbc-07da0398ea91,f3kmtq_M3Oi5XTIehocHkQDbTob,39000,31000,27000,25451
0_Winter,2023,08,f0191d90-e802-4929-8c9a-989e246dd47d,FKTmB4XshJTjQhLC8gV3aPg48ke,82000,66000,58000,54558
0_Winter,2023,09,f30b09d0-b29a-4632-a67b-e202b1f63df8,Y_jBYYaLVsd2F7L9jYZLU0ISahc,46000,37000,33000,30206
0_Winter,2023,10,47ccbae8-d1c4-40cc-9535-dbbddd397479,6qZTR5lT250qp6gQhWfGCPl08am,44000,36000,31000,29180
0_Winter,2023,11,d8a07371-48c6-4194-99a4-3dc060538046,Q9bjuiAoBZYZBaktNtrQk2ibAda,47000,38000,33000,30999
0_Winter,2023,12,5a70b58f-6ae3-4a61-924e-74146a3c942c,WeaJCyVl5kKZfmjXHZxItcEhNV0,38000,31000,27000,25310
0_Winter,2023,13,f043416e-420f-4cb6-87c6-29392ebce0de,PVo1JtzLWFxztPtCodD4nzlkpKa,45000,36000,32000,29618
0_Winter,2023,14,9bee9961-24da-43dd-8646-6d014acc69bc,WNc0aFG2P7TswituP3VEw41xtI0,51000,41000,36000,33358
0_Winter,2023,15,95ad9bc4-b926-4421-9f27-c4103bf9f5df,wJ9vGLCLpBOjpy2KompdetPMjEa,48000,38000,34000,31465
0_Winter,2023,16,c07cc03b-6536-44dd-85ec-54212023f4a0,Au9Ucq7OHKrcgLE2UBVP5wpqQ7l,75000,60000,53000,49822
0_Winter,2023,17,405ab088-a583-4620-8958-d360c660a58d,6xEcwWkjpitcDpQ2jIbEXTya7hk,95000,76000,67000,63148
0_Winter,2023,18,55e6a61a-ebd4-46e9-9ccc-94739ae6cf05,P508nXcOqZo4Br9zt_UaudERswh,60000,48000,42000,39436
0_Winter,2023,19,b2dcde56-91b3-4c4f-b2f4-f44586093721,Rg9njLSXYX3hSPQEcPZ_ewrtv53,69000,55000,49000,45808
0_Winter,2023,20,257bba1a-6bad-4641-adc0-5b4fbf8f5bdd,lZyb1kAHAQXVttxp1iXUeSy00e3,59000,47000,42000,38987
0_Winter,2023,21,b313f161-e437-41fb-8585-17025c6b2566,90a5UIZtJzok_YoT5u8mEQEln0d,86000,69000,61000,57140
0_Winter,2023,22,b37e8833-cd50-4da7-99aa-9643ebf4367b,MfbFeDXBhCq6I5KUHgvG4B6b8Z7,93000,74000,66000,61423
0_Winter,2023,23,d936184b-d319-4c43-b61f-2804d41c26e3,4f8s1XbBQ1u6vLi5oRWTuYsjCW8,92000,74000,65000,60952
0_Winter,2023,24,b2318ea4-d0e3-460c-a87d-dd5a0ececf5d,Mi7zQZ0frhDs_Be8fQHdDqfi5Sb,89000,71000,63000,59135
0_Winter,2023,25,fdd8cb00-3aa7-45d5-856a-f9bc61355908,SyloDHKt9fmlK9caNmvb5XwkRWe,99000,79000,70000,65341
1_Spring,2023,01,515d9e49-2474-4a08-9643-c1a429d0190d,bqADnHDhKOfimntdyJnyu_ltVhj,43000,35000,31000,28610
1_Spring,2023,02,e83d6c6c-f338-4f27-ace6-1486651fd4d7,U5oFzEOH6MSoJjHsFR8SJT_ar5g,41000,33000,29000,27254
1_Spring,2023,03,a49f086c-7014-4419-ac80-4a4bc7618029,OxMofWWFasaUOCCwuYQlGIs98p3,45000,36000,32000,29442
1_Spring,2023,04,37b47d24-ce70-48d2-9cca-06c080e7dddf,GYC5gFrd3TvWuyHRWe37ManmC76,31000,25000,22000,20583
1_Spring,2023,05,12835cce-e840-4fa3-9ed1-ed4938df1538,NAL3JyqwTLUlpGyksQUgd671E2j,45000,36000,32000,29355
1_Spring,2023,06,0b030814-8051-4fa7-8f51-78ea33cade98,w0hxisP5CyjA26b9baGhdXEEqA7,53000,43000,38000,35287
1_Spring,2023,07,ff7ba5a3-a097-4ec1-8f89-0690773d7484,JKhwQt798cPc80TO1u0PQvY1kMk,43000,34000,30000,28251
1_Spring,2023,08,002b34b9-783a-46a2-8fd5-35285a625f1f,XgYfqSWDNz2vAnqHIzvnMvVNK8d,57000,45000,40000,37420
1_Spring,2023,09,2329ee0f-19c9-4279-a370-957c80be9cad,7y_qm8eEqKxvrl8C_C8I0AXw3Qb,54000,43000,38000,35556
1_Spring,2023,10,b73fbc07-4645-463d-9b1b-2d287293efa1,8cKlKPVNYGr2N0N1vUhkvSgCb32,56000,45000,40000,36999
1_Spring,2023,11,51b8be42-6124-4562-b280-84b8f46f5d45,yUxNoeHM07t6G5DMpTHkBJ_Ywe9,47000,38000,34000,31284
1_Spring,2023,12,91039f5f-31df-4cf6-aaa4-42b9670c057f,5Iwvxuovgr30S19XIT8piEOj6_a,40000,32000,28000,26412
1_Spring,2023,13,12138235-3878-4e36-8460-c0a489d830cc,OObD6AlU_Z0UCIUCZy6uZhNM9Ud,52000,42000,37000,34300
1_Spring,2023,14,d5efa099-a9b0-4615-bb3a-95a85b99bb53,KPchfL0cxDuCv3jbFgnmj9VHK66,53000,43000,38000,35206
1_Spring,2023,15,f5b8cb6a-6f00-4bea-b046-bdd9cc7d7bce,anR5Gj5OpLsXZOVzyUfdah1R3wk,52000,42000,37000,34509
1_Spring,2023,16,5c859224-8661-46ef-ae22-e51dce2729b5,QOf4v2_DH6nhkcIKet3Qu4QxeBm,47000,38000,33000,30856
1_Spring,2023,17,8b7c0bc3-108c-455f-a97b-5286fc1a9b86,F5p9I_LxeopCAnvROekLUBXm451,52000,42000,37000,34214
1_Spring,2023,18,7b7e03d9-90b2-426c-80dd-9f7638e2bc8a,wiPActb9f0eQ4ica6rL4bLFduek,39000,31000,28000,25681
1_Spring,2023,19,17b3410b-34e4-44be-b40b-f2ea60c6075f,dJqN_xGBKwaeIC5bcG4TEgszD95,66000,53000,47000,43682
1_Spring,2023,20,82bfac67-f6ce-4bfe-9abb-16676e5c1014,zIy2cIm9qO1vpueHUwviMqzemYm,68000,54000,48000,44882
1_Spring,2023,21,49b1e116-a204-44f9-8d73-388a8cf7dab8,p3R7lJcfUSKTzw4HRD2Pb2jUWh1,119000,95000,84000,78969
1_Spring,2023,22,7ec011be-c5b7-4e0f-abf7-3ecc8312c879,upURnygIVRok76B7gqyQO2lcyhj,77000,62000,55000,50998
1_Spring,2023,23,dcdff84f-bd04-4b75-aad7-407435688ec8,Wsh9rEXkDpT9zmBTV7IOZDBO513,71000,57000,50000,46892
1_Spring,2023,24,1ab9232c-6838-44b9-8ba9-f6dd227f0d05,zijil4jxTIiY6oE5k3gQIUs7sT4,73000,59000,52000,48456
1_Spring,2023,25,87a0a489-8bc9-4d27-a005-8fea774748c4,Bmy9m5jzyM2mKz3C2T7kEyJjg0k,66000,53000,47000,43986
